article_candidate_index,article_url,article_title,article_published_time,article_candidate_rows,rows_with_unique_name_transport,rows_with_canonical_pair,rows_with_unique_event_candidate,distinct_candidate_events,intersection_event_count,intersection_event_id,unique_vote_event_count,unique_vote_top_event_id,unique_vote_top_support,unique_vote_second_support,unique_vote_unanimous,candidate_event_id,candidate_event_name,candidate_event_date,consensus_status,review_status
64,https://www.ufc.com/news/fight-night-norfolk-official-weigh-results,Fight Night Norfolk: Official Weigh-in Results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,56e46f7e-7fc2-541c-928e-9f120fed9b83,1,56e46f7e-7fc2-541c-928e-9f120fed9b83,12,0,true,56e46f7e-7fc2-541c-928e-9f120fed9b83,UFC Fight Night: Poirier vs. Pettis,2017-11-11,singleton_event_intersection_unpromoted,candidate
65,https://www.ufc.com/news/fight-night-oklahoma-city-official-weigh-results,Fight Night Oklahoma City official weigh-in results,2018-09-14T08:36:04-0400,13,11,11,11,1,1,8944252a-f2a9-533f-9eaa-7bd7c8bd2e81,1,8944252a-f2a9-533f-9eaa-7bd7c8bd2e81,11,0,true,8944252a-f2a9-533f-9eaa-7bd7c8bd2e81,UFC Fight Night: Chiesa vs. Lee,2017-06-25,singleton_event_intersection_unpromoted,candidate
66,https://www.ufc.com/news/fight-night-orlando-weigh-results,Fight Night Orlando Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,9,4,1,15640c8a-4d6f-576d-8c10-792df4a41338,1,15640c8a-4d6f-576d-8c10-792df4a41338,9,0,true,15640c8a-4d6f-576d-8c10-792df4a41338,UFC on FOX: Dos Anjos vs. Cowboy 2,2015-12-19,singleton_event_intersection_unpromoted,candidate
67,https://www.ufc.com/news/fight-night-orlando-weigh-results-0,Fight Night Orlando: Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,d8cdce55-a198-5cf7-ac0f-23b3c5bb8fd0,1,d8cdce55-a198-5cf7-ac0f-23b3c5bb8fd0,10,0,true,d8cdce55-a198-5cf7-ac0f-23b3c5bb8fd0,UFC Fight Night: Emmett vs. Stephens,2018-02-24,singleton_event_intersection_unpromoted,candidate
68,https://www.ufc.com/news/fight-night-phoenix-weigh-results,Fight Night Phoenix Weigh-In Results,2018-09-14T08:36:04-0400,12,12,12,10,4,0,,2,9f0f2ce9-8c8b-5769-8c6b-778a4df9bd48,9,1,false,,,,competing_unique_event_votes,candidate
69,https://www.ufc.com/news/fight-night-phoenix-weigh-results-0,Fight Night Phoenix: Weigh-in results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,7968a8ad-752e-5f28-b28a-5fbdfe9a59d2,1,7968a8ad-752e-5f28-b28a-5fbdfe9a59d2,9,0,true,7968a8ad-752e-5f28-b28a-5fbdfe9a59d2,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,singleton_event_intersection_unpromoted,candidate
70,https://www.ufc.com/news/fight-night-pittsburgh-weigh-results,Fight Night Pittsburgh: Weigh-in Results,2018-09-14T08:36:04-0400,10,8,8,8,1,1,eae24e52-713e-509c-bd9a-b02593a5acdc,1,eae24e52-713e-509c-bd9a-b02593a5acdc,8,0,true,eae24e52-713e-509c-bd9a-b02593a5acdc,UFC Fight Night: Rockhold vs. Branch,2017-09-16,singleton_event_intersection_unpromoted,candidate
71,https://www.ufc.com/news/fight-night-porto-alegre-2015-weigh-results,Fight Night Porto Alegre 2015 Weigh-In Results,2018-09-14T08:36:04-0400,11,7,7,7,1,1,3f6a9e35-19ca-547e-a53d-aa1ed110a2df,1,3f6a9e35-19ca-547e-a53d-aa1ed110a2df,7,0,true,3f6a9e35-19ca-547e-a53d-aa1ed110a2df,UFC Fight Night: Bigfoot vs Mir,2015-02-22,singleton_event_intersection_unpromoted,candidate
72,https://www.ufc.com/news/fight-night-rio-2015-weigh-results,Fight Night Rio 2015 Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,0b700b37-0333-51ad-b493-9858bf9def75,1,0b700b37-0333-51ad-b493-9858bf9def75,10,0,true,0b700b37-0333-51ad-b493-9858bf9def75,UFC Fight Night: Maia vs LaFlare,2015-03-21,singleton_event_intersection_unpromoted,candidate
73,https://www.ufc.com/news/fight-night-rothwell-vs-dos-santos-weigh-results,Fight Night Rothwell vs. Dos Santos weigh-in results,2018-09-14T08:36:04-0400,13,12,12,11,2,1,e0c4cde4-364c-54e9-bf22-a631378849db,1,e0c4cde4-364c-54e9-bf22-a631378849db,11,0,true,e0c4cde4-364c-54e9-bf22-a631378849db,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,singleton_event_intersection_unpromoted,candidate
74,https://www.ufc.com/news/fight-night-rotterdam-official-weigh-results,Fight Night Rotterdam official weigh-in results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,441b530e-8335-5dc8-afe6-22c1fae99324,1,441b530e-8335-5dc8-afe6-22c1fae99324,12,0,true,441b530e-8335-5dc8-afe6-22c1fae99324,UFC Fight Night: Volkov vs. Struve,2017-09-02,singleton_event_intersection_unpromoted,candidate
75,https://www.ufc.com/news/fight-night-rotterdam-weigh-results,Fight Night Rotterdam weigh-in results,2018-09-14T08:36:04-0400,13,9,9,9,1,1,c8de1643-a54a-53ba-8416-6ae17d659cc8,1,c8de1643-a54a-53ba-8416-6ae17d659cc8,9,0,true,c8de1643-a54a-53ba-8416-6ae17d659cc8,UFC Fight Night: Overeem vs Arlovski,2016-05-08,singleton_event_intersection_unpromoted,candidate
76,https://www.ufc.com/news/fight-night-sacramento-weigh-results,Fight Night Sacramento: Weigh in results,2018-09-14T08:36:04-0400,13,11,11,11,1,1,03c8de48-c002-5146-8fef-7bdecac5373b,1,03c8de48-c002-5146-8fef-7bdecac5373b,11,0,true,03c8de48-c002-5146-8fef-7bdecac5373b,UFC on FOX: VanZant vs. Waterson,2016-12-17,singleton_event_intersection_unpromoted,candidate
77,https://www.ufc.com/news/fight-night-saint-louis-weigh-results,Fight Night Saint Louis: Weigh-in Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,f9d0ca50-fcd7-5b13-a34b-0d7ecc52958f,1,f9d0ca50-fcd7-5b13-a34b-0d7ecc52958f,11,0,true,f9d0ca50-fcd7-5b13-a34b-0d7ecc52958f,UFC Fight Night: Stephens vs. Choi,2018-01-14,singleton_event_intersection_unpromoted,candidate
78,https://www.ufc.com/news/fight-night-saint-preux-vs-okami-official-weigh-results,Fight Night: Saint Preux vs. Okami - Official Weigh-in Results,2018-09-14T08:36:04-0400,10,9,8,8,1,1,bf456a88-00c6-5283-89f7-02f681fe8061,1,bf456a88-00c6-5283-89f7-02f681fe8061,8,0,true,bf456a88-00c6-5283-89f7-02f681fe8061,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,singleton_event_intersection_unpromoted,candidate
79,https://www.ufc.com/news/fight-night-salt-lake-city-weigh-results,Fight Night Salt Lake City weigh-in results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,ea48a21c-65df-5d29-86ba-be566539029e,1,ea48a21c-65df-5d29-86ba-be566539029e,11,0,true,ea48a21c-65df-5d29-86ba-be566539029e,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,singleton_event_intersection_unpromoted,candidate
80,https://www.ufc.com/news/fight-night-san-diego-weigh-results,Fight Night San Diego Weigh-In Results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,85913125-8a8a-55ba-aa6d-5ad0d05b5d3e,1,85913125-8a8a-55ba-aa6d-5ad0d05b5d3e,11,0,true,85913125-8a8a-55ba-aa6d-5ad0d05b5d3e,UFC Fight Night: Mir vs Duffee,2015-07-15,singleton_event_intersection_unpromoted,candidate
81,https://www.ufc.com/news/fight-night-san-jose-weigh-results,Fight Night San Jose Weigh-In Results,2018-09-14T08:36:04-0400,10,8,8,8,1,1,f9734c83-abd7-5361-bd7f-a1d95b2d0a53,1,f9734c83-abd7-5361-bd7f-a1d95b2d0a53,8,0,true,f9734c83-abd7-5361-bd7f-a1d95b2d0a53,UFC on FOX: Lawler vs Brown,2014-07-26,singleton_event_intersection_unpromoted,candidate
82,https://www.ufc.com/news/fight-night-sao-paulo-2015-weigh-results,Fight Night Sao Paulo 2015 Weigh-In Results,2018-09-14T08:36:04-0400,13,12,12,10,3,1,c0a536a3-f8fe-596c-943d-c8b9e89907aa,1,c0a536a3-f8fe-596c-943d-c8b9e89907aa,10,0,true,c0a536a3-f8fe-596c-943d-c8b9e89907aa,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,singleton_event_intersection_unpromoted,candidate
83,https://www.ufc.com/news/fight-night-sao-paulo-official-weigh-results,Fight Night Sao Paulo Official Weigh-In Results,2018-09-24T21:02:26-0400,14,13,13,13,1,1,a1cc3723-a39c-5d78-a62b-53cc621f7b19,1,a1cc3723-a39c-5d78-a62b-53cc621f7b19,13,0,true,a1cc3723-a39c-5d78-a62b-53cc621f7b19,UFC Fight Night: Marreta vs. Anders,2018-09-22,singleton_event_intersection_unpromoted,candidate
84,https://www.ufc.com/news/fight-night-sao-paulo-weigh-results,Fight Night Sao Paulo: Weigh-in Results,2018-09-14T08:36:04-0400,12,12,12,11,2,1,f7e51a22-4a98-5b74-9190-04beb447d4f9,1,f7e51a22-4a98-5b74-9190-04beb447d4f9,11,0,true,f7e51a22-4a98-5b74-9190-04beb447d4f9,UFC Fight Night: Brunson vs. Machida,2017-10-28,singleton_event_intersection_unpromoted,candidate
85,https://www.ufc.com/news/fight-night-saskatoon-weigh-results,Fight Night Saskatoon Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,ad85602f-0282-59f2-adea-ac2a13a2f366,1,ad85602f-0282-59f2-adea-ac2a13a2f366,9,0,true,ad85602f-0282-59f2-adea-ac2a13a2f366,UFC Fight Night: Holloway vs Oliveira,2015-08-23,singleton_event_intersection_unpromoted,candidate
86,https://www.ufc.com/news/fight-night-seoul-2015-weigh-results,Fight Night Seoul 2015 Weigh-In Results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,fd9ab9e7-ae3b-502e-9491-c17445ea1252,1,fd9ab9e7-ae3b-502e-9491-c17445ea1252,9,0,true,fd9ab9e7-ae3b-502e-9491-c17445ea1252,UFC Fight Night: Henderson vs Masvidal,2015-11-28,singleton_event_intersection_unpromoted,candidate
87,https://www.ufc.com/news/fight-night-shanghai-official-weigh-results,Fight Night Shanghai: Official Weigh-in Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,81ee6a06-7bf6-5b61-8f5a-d0ac15af9ba2,1,81ee6a06-7bf6-5b61-8f5a-d0ac15af9ba2,12,0,true,81ee6a06-7bf6-5b61-8f5a-d0ac15af9ba2,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,singleton_event_intersection_unpromoted,candidate
88,https://www.ufc.com/news/fight-night-silva-vs-bisping-weigh-results,Fight Night Silva vs Bisping weigh-in results,2018-09-14T08:36:04-0400,13,12,12,11,2,1,c73afce2-8cd5-5b25-9868-7dcef933b33e,1,c73afce2-8cd5-5b25-9868-7dcef933b33e,11,0,true,c73afce2-8cd5-5b25-9868-7dcef933b33e,UFC Fight Night: Silva vs Bisping,2016-02-27,singleton_event_intersection_unpromoted,candidate
89,https://www.ufc.com/news/fight-night-singapore-official-weigh-results,Fight Night Singapore official weigh-in results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,8c94af1d-5bd6-5755-9cd8-120221ca4652,1,8c94af1d-5bd6-5755-9cd8-120221ca4652,10,0,true,8c94af1d-5bd6-5755-9cd8-120221ca4652,UFC Fight Night: Holm vs. Correia,2017-06-17,singleton_event_intersection_unpromoted,candidate
90,https://www.ufc.com/news/fight-night-singapore-official-weigh-results-0,Fight Night Singapore Official Weigh-in Results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,885c8f6e-3098-5632-9231-4432f4c0191f,1,885c8f6e-3098-5632-9231-4432f4c0191f,12,0,true,885c8f6e-3098-5632-9231-4432f4c0191f,UFC Fight Night: Cowboy vs. Edwards,2018-06-23,singleton_event_intersection_unpromoted,candidate
91,https://www.ufc.com/news/fight-night-sioux-falls-weigh-results,Fight Night Sioux Falls weigh-in results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,d2b3f913-e9a8-504a-9399-075914045a2b,1,d2b3f913-e9a8-504a-9399-075914045a2b,9,0,true,d2b3f913-e9a8-504a-9399-075914045a2b,UFC Fight Night: McDonald vs. Lineker,2016-07-13,singleton_event_intersection_unpromoted,candidate
92,https://www.ufc.com/news/fight-night-stockholm-2014-weigh-results,Fight Night Stockholm 2014 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,d13dd2f9-9ce5-5be3-8ffa-49521fa099bf,1,d13dd2f9-9ce5-5be3-8ffa-49521fa099bf,9,0,true,d13dd2f9-9ce5-5be3-8ffa-49521fa099bf,UFC Fight Night: Nelson vs Story,2014-10-04,singleton_event_intersection_unpromoted,candidate
93,https://www.ufc.com/news/fight-night-stockholm-official-weigh-results,Fight Night Stockholm official weigh-in results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,829eba09-c2c7-59d7-a370-a972581c56bb,1,829eba09-c2c7-59d7-a370-a972581c56bb,10,0,true,829eba09-c2c7-59d7-a370-a972581c56bb,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,singleton_event_intersection_unpromoted,candidate
94,https://www.ufc.com/news/fight-night-stockholm-weigh-results,Fight Night Stockholm Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,537c2fc2-05fe-5e56-a882-6ca3a521f294,1,537c2fc2-05fe-5e56-a882-6ca3a521f294,10,0,true,537c2fc2-05fe-5e56-a882-6ca3a521f294,UFC on FOX: Gustafsson vs Johnson,2015-01-24,singleton_event_intersection_unpromoted,candidate
95,https://www.ufc.com/news/fight-night-sydney-2014-weigh-results,Fight Night Sydney 2014 Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,8,2,1,48ba17f7-692e-57d3-8ed7-73ae9e476e15,1,48ba17f7-692e-57d3-8ed7-73ae9e476e15,8,0,true,48ba17f7-692e-57d3-8ed7-73ae9e476e15,UFC Fight Night: Rockhold vs Bisping,2014-11-07,singleton_event_intersection_unpromoted,candidate
96,https://www.ufc.com/news/fight-night-sydney-official-weigh-results,Fight Night Sydney: Official Weigh-in Results,2018-09-14T08:36:04-0400,13,13,13,13,1,1,a24702d3-4ed9-574e-9dba-031ab5ed57f5,1,a24702d3-4ed9-574e-9dba-031ab5ed57f5,13,0,true,a24702d3-4ed9-574e-9dba-031ab5ed57f5,UFC Fight Night: Werdum vs. Tybura,2017-11-18,singleton_event_intersection_unpromoted,candidate
97,https://www.ufc.com/news/fight-night-tulsa-weigh-results,Fight Night Tulsa Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,e4698bae-6ba8-5053-bdf1-9b1ff240b452,1,e4698bae-6ba8-5053-bdf1-9b1ff240b452,10,0,true,e4698bae-6ba8-5053-bdf1-9b1ff240b452,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,singleton_event_intersection_unpromoted,candidate
98,https://www.ufc.com/news/fight-night-uberlandia-2014-weigh-results,Fight Night Uberlandia 2014 Weigh-In Results,2018-09-14T08:36:04-0400,10,7,7,7,1,1,d51e9d32-3516-5d5f-902f-f8d7873f8eee,1,d51e9d32-3516-5d5f-902f-f8d7873f8eee,7,0,true,d51e9d32-3516-5d5f-902f-f8d7873f8eee,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,singleton_event_intersection_unpromoted,candidate
99,https://www.ufc.com/news/fight-night-utica-official-weigh-results,Fight Night Utica: Official Weigh-In Results,2018-09-14T08:36:04-0400,13,13,13,13,2,0,,2,70dbfde2-e56a-5e53-8947-835e8e2e7187,12,1,false,,,,competing_unique_event_votes,candidate
100,https://www.ufc.com/news/fight-night-winnipeg-weigh-results,Fight Night Winnipeg: Weigh-in Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,20f85a7e-4a09-55b6-a09a-c6dfd2210077,1,20f85a7e-4a09-55b6-a09a-c6dfd2210077,10,0,true,20f85a7e-4a09-55b6-a09a-c6dfd2210077,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,singleton_event_intersection_unpromoted,candidate
101,https://www.ufc.com/news/fortaleza-weigh-results,Fortaleza Weigh-in Results,2019-02-01T08:18:30-0500,13,11,10,9,2,1,80f640a1-9473-502d-a145-8d8be3023664,1,80f640a1-9473-502d-a145-8d8be3023664,9,0,true,80f640a1-9473-502d-a145-8d8be3023664,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,singleton_event_intersection_unpromoted,candidate
102,https://www.ufc.com/news/maymac-official-weigh-results,May/Mac Official Weigh-in Results,2018-09-14T08:36:04-0400,1,0,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
104,https://www.ufc.com/news/milwaukee-weigh-results,Milwaukee Weigh-in Results,2018-12-13T17:39:34-0500,12,9,9,7,3,1,d0c82e60-da2b-5afb-a935-6208d6c1431f,1,d0c82e60-da2b-5afb-a935-6208d6c1431f,7,0,true,d0c82e60-da2b-5afb-a935-6208d6c1431f,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,singleton_event_intersection_unpromoted,candidate
105,https://www.ufc.com/news/offical-ufc-fight-night-weigh-results,Offical UFC Fight Night Weigh-In Results,2018-09-14T08:36:04-0400,11,8,8,7,2,1,bf5d1af4-ca29-5cd3-8e6b-69b5a885f6c1,1,bf5d1af4-ca29-5cd3-8e6b-69b5a885f6c1,7,0,true,bf5d1af4-ca29-5cd3-8e6b-69b5a885f6c1,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,singleton_event_intersection_unpromoted,candidate
106,https://www.ufc.com/news/official-fight-night-weigh-results,Official Fight Night Weigh-In Results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,2c84418b-ba41-5d74-b059-5b11aae52876,1,2c84418b-ba41-5d74-b059-5b11aae52876,9,0,true,2c84418b-ba41-5d74-b059-5b11aae52876,UFC Fight Night: Machida vs Munoz,2013-10-26,singleton_event_intersection_unpromoted,candidate
107,https://www.ufc.com/news/official-strikeforce-hwgp-weigh-results,Official Strikeforce HWGP Weigh In Results,2018-09-14T08:36:04-0400,9,6,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
108,https://www.ufc.com/news/official-strikeforce-marquardt-vs-saffiedine-weigh-results,Official Strikeforce: Marquardt vs. Saffiedine Weigh In Results,2018-09-14T08:36:04-0400,11,11,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
109,https://www.ufc.com/news/official-strikeforce-rockhold-vs-kennedy-weigh-results,Official Strikeforce: Rockhold vs. Kennedy Weigh In Results,2018-09-14T08:36:04-0400,7,7,0,0,0,0,,0,,0,0,false,,,,no_resolvable_pair_event,candidate
110,https://www.ufc.com/news/official-strikeforce-rousey-vs-kaufman-weigh-results,Official Strikeforce: Rousey vs. Kaufman Weigh In Results,2018-09-14T08:36:04-0400,9,7,1,1,1,1,1eb33285-c47d-566f-963e-a9fcf819a0e5,1,1eb33285-c47d-566f-963e-a9fcf819a0e5,1,0,true,1eb33285-c47d-566f-963e-a9fcf819a0e5,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,singleton_event_intersection_unpromoted,candidate
111,https://www.ufc.com/news/official-strikeforce-tate-vs-rousey-weigh-results,Official Strikeforce: Tate vs. Rousey Weigh In Results,2018-09-14T08:36:04-0400,9,8,2,2,2,0,,2,390e419b-6f55-5186-b6b9-371ef8d59ac4,1,1,false,,,,no_article_event_consensus,candidate
112,https://www.ufc.com/news/official-tuf-14-finale-weigh-results,Official TUF 14 Finale Weigh In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,cd4b7bbd-47d0-5f23-b7b3-2fadad91fec3,1,cd4b7bbd-47d0-5f23-b7b3-2fadad91fec3,9,0,true,cd4b7bbd-47d0-5f23-b7b3-2fadad91fec3,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,singleton_event_intersection_unpromoted,candidate
113,https://www.ufc.com/news/official-tuf-16-finale-weigh-results,Official TUF 16 Finale Weigh In Results,2018-09-14T08:36:04-0400,12,12,12,12,2,0,,2,a0228057-1b5c-510f-8f8e-eb3a119a32b8,11,1,false,,,,competing_unique_event_votes,candidate
114,https://www.ufc.com/news/official-tuf-17-finale-weigh-results,Official TUF 17 Finale Weigh In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,c9219fda-78fd-52d6-a8de-c7816148cebc,1,c9219fda-78fd-52d6-a8de-c7816148cebc,10,0,true,c9219fda-78fd-52d6-a8de-c7816148cebc,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,singleton_event_intersection_unpromoted,candidate
115,https://www.ufc.com/news/official-tuf-9-finale-weigh-results,Official TUF 9 Finale Weigh-in Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,04b5c98c-4e55-572e-a5a6-625e12832555,1,04b5c98c-4e55-572e-a5a6-625e12832555,9,0,true,04b5c98c-4e55-572e-a5a6-625e12832555,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,singleton_event_intersection_unpromoted,candidate
116,https://www.ufc.com/news/official-tuf-live-finale-weigh-results,Official TUF Live Finale Weigh In Results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,6b353d38-04bc-5186-a7e1-3ea50ee836fa,1,6b353d38-04bc-5186-a7e1-3ea50ee836fa,10,0,true,6b353d38-04bc-5186-a7e1-3ea50ee836fa,The Ultimate Fighter: Live Finale,2012-06-01,singleton_event_intersection_unpromoted,candidate
117,https://www.ufc.com/news/official-tuf10-finale-weigh-results,Official TUF10 Finale Weigh-In Results,2018-09-14T08:36:04-0400,10,8,8,8,1,1,d1997310-678e-58c2-b806-b302661a2a2e,1,d1997310-678e-58c2-b806-b302661a2a2e,8,0,true,d1997310-678e-58c2-b806-b302661a2a2e,The Ultimate Fighter: Heavyweights Finale,2009-12-05,singleton_event_intersection_unpromoted,candidate
118,https://www.ufc.com/news/official-ufc-106-weigh-results,Official UFC 106 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,8,3,1,a0847a63-b720-5bbc-8e2b-6c624a5d5488,1,a0847a63-b720-5bbc-8e2b-6c624a5d5488,8,0,true,a0847a63-b720-5bbc-8e2b-6c624a5d5488,UFC 106: Ortiz vs Griffin 2,2009-11-21,singleton_event_intersection_unpromoted,candidate
119,https://www.ufc.com/news/official-ufc-107-weigh-results,Official UFC 107 Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,22c8c735-cdd0-563f-8113-5f1d13658c1e,1,22c8c735-cdd0-563f-8113-5f1d13658c1e,9,0,true,22c8c735-cdd0-563f-8113-5f1d13658c1e,UFC 107: Penn vs Sanchez,2009-12-12,singleton_event_intersection_unpromoted,candidate
120,https://www.ufc.com/news/official-ufc-108-weigh-results,Official UFC 108 Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,9a3f48f2-c517-5476-bd41-aed1f822843c,1,9a3f48f2-c517-5476-bd41-aed1f822843c,9,0,true,9a3f48f2-c517-5476-bd41-aed1f822843c,UFC 108: Evans vs Silva,2010-01-02,singleton_event_intersection_unpromoted,candidate
121,https://www.ufc.com/news/official-ufc-109-weigh-results,Official UFC 109 Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,5816e1e9-db91-5387-bd8a-e58e9253679c,1,5816e1e9-db91-5387-bd8a-e58e9253679c,11,0,true,5816e1e9-db91-5387-bd8a-e58e9253679c,UFC 109: Relentless,2010-02-06,singleton_event_intersection_unpromoted,candidate
122,https://www.ufc.com/news/official-ufc-111-weigh-results,Official UFC 111 Weigh-In Results,2018-09-14T08:36:04-0400,9,8,8,8,1,1,1f89af54-2494-5526-b0dc-ffb880a55330,1,1f89af54-2494-5526-b0dc-ffb880a55330,8,0,true,1f89af54-2494-5526-b0dc-ffb880a55330,UFC 111: St-Pierre vs Hardy,2010-03-27,singleton_event_intersection_unpromoted,candidate
123,https://www.ufc.com/news/official-ufc-112-weigh-results,Official UFC 112 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,9,9,1,1,e2c0d54d-7c44-57d2-8d0f-5035405abdb5,1,e2c0d54d-7c44-57d2-8d0f-5035405abdb5,9,0,true,e2c0d54d-7c44-57d2-8d0f-5035405abdb5,UFC 112: Invincible,2010-04-10,singleton_event_intersection_unpromoted,candidate
124,https://www.ufc.com/news/official-ufc-128-weigh-results,Official UFC 128 Weigh In Results,2018-09-14T08:36:04-0400,12,9,9,9,1,1,b8c69f2b-2e34-5a64-99eb-a76aa3958a74,1,b8c69f2b-2e34-5a64-99eb-a76aa3958a74,9,0,true,b8c69f2b-2e34-5a64-99eb-a76aa3958a74,UFC 128: Shogun vs Jones,2011-03-19,singleton_event_intersection_unpromoted,candidate
125,https://www.ufc.com/news/official-ufc-130-weigh-results,Official UFC 130 Weigh In Results,2018-09-14T08:36:04-0400,10,7,7,7,1,1,4d6470fc-b9bd-519c-93f3-5ece0947d7f8,1,4d6470fc-b9bd-519c-93f3-5ece0947d7f8,7,0,true,4d6470fc-b9bd-519c-93f3-5ece0947d7f8,UFC 130: Rampage vs Hamill,2011-05-28,singleton_event_intersection_unpromoted,candidate
